sample,elapsed_s,mark,calibratorCalibrated,ikCalibrated,trackingAssigned,mappingCalibrated,simulatedInput,dataSource,leftAvailable,rightAvailable,leftFallback,rightFallback,leftValgus_deg,rightValgus_deg,leftFlex_deg,rightFlex_deg,swayRMS_mm,swayVelocity_mps,symmetry_pct,leftReach_pct,rightReach_pct,pelvis_x,pelvis_y,pelvis_z,leftKnee_x,leftKnee_y,leftKnee_z,rightKnee_x,rightKnee_y,rightKnee_z,leftAnkle_x,leftAnkle_y,leftAnkle_z,rightAnkle_x,rightAnkle_y,rightAnkle_z
981,108.716,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.855,1.039,9.797,10.510,73.259,0.047,7.023,0.000,0.850,1.489,0.124,2.002,1.616,-0.405,1.996,1.437,-0.404,1.988,1.626,-0.865,2.056,1.468,-0.862,2.055
982,108.828,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.716,1.409,7.747,9.440,71.363,0.038,19.697,0.000,0.709,1.495,0.121,2.006,1.615,-0.409,2.011,1.440,-0.408,2.000,1.621,-0.870,2.066,1.467,-0.866,2.064
983,108.941,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.763,1.385,10.849,12.415,68.140,0.071,13.460,0.000,0.953,1.499,0.115,2.013,1.618,-0.414,1.993,1.443,-0.412,1.983,1.620,-0.875,2.049,1.467,-0.871,2.050
984,109.062,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.738,1.354,10.708,12.316,63.324,0.071,13.973,0.000,0.847,1.501,0.115,2.021,1.618,-0.413,1.998,1.444,-0.412,1.988,1.620,-0.874,2.050,1.468,-0.871,2.050
985,109.172,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.813,1.257,11.983,13.344,58.802,0.058,10.746,0.000,0.785,1.500,0.113,2.028,1.618,-0.415,1.993,1.443,-0.413,1.985,1.620,-0.876,2.044,1.469,-0.873,2.044
986,109.285,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.828,1.108,11.525,12.414,53.674,0.054,7.426,0.000,0.460,1.497,0.114,2.036,1.616,-0.414,2.000,1.441,-0.412,1.993,1.620,-0.875,2.046,1.471,-0.872,2.045
987,109.396,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.887,1.037,11.861,11.895,47.845,0.069,0.287,0.000,0.099,1.492,0.114,2.043,1.614,-0.413,2.002,1.439,-0.412,1.997,1.621,-0.875,2.047,1.472,-0.872,2.043
988,109.508,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.034,1.063,12.855,12.257,41.490,0.083,4.757,0.000,0.109,1.486,0.112,2.051,1.613,-0.413,2.001,1.437,-0.412,1.998,1.622,-0.875,2.045,1.473,-0.873,2.040
989,109.619,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.204,1.104,13.664,12.612,35.096,0.067,8.010,0.000,0.414,1.481,0.111,2.057,1.612,-0.413,2.000,1.436,-0.412,1.999,1.622,-0.875,2.042,1.474,-0.873,2.039
990,109.720,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.315,1.148,14.150,12.884,29.419,0.064,9.371,0.000,0.705,1.477,0.111,2.062,1.611,-0.413,2.000,1.434,-0.412,2.001,1.623,-0.875,2.040,1.475,-0.873,2.040
991,109.831,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.389,1.194,14.536,13.244,26.098,0.046,9.302,0.000,1.169,1.473,0.110,2.066,1.610,-0.413,1.999,1.433,-0.412,2.002,1.624,-0.875,2.037,1.475,-0.873,2.041
992,109.941,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.431,1.240,14.581,12.970,26.018,0.069,11.692,0.000,1.362,1.467,0.110,2.072,1.607,-0.412,2.002,1.430,-0.412,2.009,1.626,-0.874,2.039,1.477,-0.873,2.046
993,110.052,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.585,1.220,15.754,12.962,28.231,0.091,19.446,0.000,0.712,1.456,0.108,2.078,1.603,-0.412,2.003,1.426,-0.413,2.011,1.628,-0.874,2.044,1.481,-0.873,2.045
994,110.153,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-6.758,1.316,17.666,11.680,31.457,0.165,40.791,1.051,0.000,1.440,0.107,2.084,1.620,-0.410,2.015,1.421,-0.413,2.022,1.642,-0.871,2.068,1.485,-0.872,2.051
995,110.264,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-7.487,1.482,21.155,10.735,34.986,0.127,65.352,0.000,0.313,1.428,0.106,2.090,1.619,-0.406,2.003,1.417,-0.413,2.031,1.644,-0.865,2.062,1.487,-0.872,2.056
996,110.377,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-7.510,2.170,31.779,10.827,38.523,0.085,98.352,1.193,0.000,1.419,0.105,2.096,1.609,-0.397,1.971,1.413,-0.413,2.037,1.627,-0.848,2.081,1.481,-0.872,2.061
997,110.479,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-7.060,2.455,41.644,8.889,41.527,0.052,129.641,5.075,0.000,1.414,0.107,2.099,1.598,-0.390,1.955,1.411,-0.413,2.052,1.610,-0.822,2.123,1.481,-0.872,2.070
998,110.587,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-7.825,2.358,52.570,7.982,43.674,0.027,147.269,10.436,0.000,1.412,0.107,2.102,1.592,-0.383,1.940,1.410,-0.412,2.061,1.591,-0.785,2.171,1.482,-0.871,2.077
999,110.688,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-8.455,2.783,58.369,8.020,44.845,0.031,151.678,12.036,0.000,1.411,0.110,2.103,1.587,-0.375,1.926,1.408,-0.410,2.063,1.580,-0.761,2.184,1.477,-0.870,2.080
1000,110.799,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-6.919,6.940,58.391,10.256,45.125,0.036,140.237,4.553,0.000,1.407,0.111,2.103,1.577,-0.364,1.902,1.427,-0.406,2.072,1.571,-0.763,2.139,1.484,-0.866,2.096
1001,110.910,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-6.808,6.922,50.602,12.547,44.635,0.007,120.523,0.000,12.581,1.406,0.104,2.102,1.573,-0.352,1.869,1.423,-0.413,2.073,1.566,-0.793,2.014,1.475,-0.872,2.124
1002,111.011,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-8.121,11.371,39.887,26.245,43.322,0.028,41.256,0.000,31.096,1.405,0.082,2.101,1.578,-0.347,1.830,1.449,-0.422,2.018,1.578,-0.811,1.841,1.485,-0.874,2.119
1003,111.123,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-7.539,14.848,26.133,40.553,41.307,0.054,43.246,0.000,51.152,1.405,0.041,2.096,1.576,-0.369,1.801,1.467,-0.444,1.961,1.593,-0.815,1.674,1.493,-0.880,2.119
1004,111.234,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.525,22.434,14.863,55.290,38.586,0.061,115.256,0.000,70.745,1.409,-0.014,2.091,1.569,-0.404,1.770,1.494,-0.472,1.910,1.600,-0.803,1.535,1.497,-0.885,2.122
1005,111.355,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.497,26.779,13.261,66.205,34.786,0.045,133.249,0.000,88.495,1.413,-0.062,2.086,1.570,-0.408,1.724,1.505,-0.499,1.874,1.608,-0.767,1.433,1.499,-0.887,2.129
1006,111.467,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-4.649,29.742,13.866,72.685,31.392,0.088,135.919,0.000,93.178,1.420,-0.093,2.085,1.565,-0.434,1.715,1.511,-0.516,1.851,1.600,-0.792,1.422,1.503,-0.887,2.130
1007,111.567,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.743,32.785,14.370,75.181,27.832,0.077,135.812,0.000,92.906,1.425,-0.107,2.084,1.560,-0.453,1.716,1.520,-0.523,1.843,1.588,-0.819,1.431,1.506,-0.890,2.127
1008,111.679,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.871,31.784,13.434,70.684,24.116,0.021,136.118,0.000,89.927,1.429,-0.082,2.081,1.551,-0.435,1.718,1.524,-0.510,1.857,1.566,-0.800,1.433,1.505,-0.889,2.124
1009,111.790,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.863,27.636,12.492,61.987,20.269,0.016,132.909,0.000,83.514,1.429,-0.037,2.082,1.544,-0.399,1.729,1.520,-0.484,1.885,1.551,-0.767,1.447,1.502,-0.885,2.120
1010,111.891,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.742,21.658,13.089,50.618,16.515,0.032,117.815,0.000,72.388,1.431,0.012,2.083,1.548,-0.374,1.753,1.505,-0.458,1.920,1.554,-0.762,1.499,1.501,-0.880,2.113
1011,112.002,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.354,15.607,24.610,35.334,13.843,0.026,35.780,0.000,52.658,1.435,0.064,2.084,1.567,-0.344,1.780,1.485,-0.431,1.972,1.580,-0.786,1.640,1.497,-0.875,2.107
1012,112.124,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.157,10.753,37.119,20.159,13.349,0.089,59.219,0.000,26.466,1.442,0.100,2.085,1.590,-0.347,1.835,1.466,-0.412,2.025,1.617,-0.810,1.860,1.491,-0.870,2.096
1013,112.236,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.551,6.374,40.639,9.823,14.994,0.134,122.134,0.000,6.178,1.453,0.118,2.082,1.619,-0.370,1.911,1.447,-0.404,2.060,1.637,-0.813,2.048,1.483,-0.865,2.094
1014,112.347,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-6.654,2.674,26.249,7.098,18.260,0.188,114.859,4.050,0.000,1.470,0.130,2.076,1.636,-0.388,2.005,1.433,-0.395,2.048,1.634,-0.837,2.122,1.467,-0.858,2.071
1015,112.447,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.221,2.318,10.518,6.441,23.212,0.297,48.082,6.016,0.000,1.492,0.131,2.074,1.627,-0.398,2.076,1.441,-0.396,2.046,1.616,-0.858,2.135,1.464,-0.859,2.065
1016,112.558,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.327,2.200,7.208,7.701,29.201,0.180,6.614,2.810,0.000,1.514,0.126,2.077,1.620,-0.404,2.071,1.449,-0.402,2.040,1.605,-0.866,2.103,1.458,-0.865,2.063
1017,112.671,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.276,1.748,9.143,14.257,35.429,0.131,43.706,3.902,0.000,1.530,0.117,2.080,1.628,-0.411,2.055,1.456,-0.405,2.001,1.604,-0.874,2.086,1.455,-0.868,2.035
1018,112.782,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.192,1.180,11.391,16.404,41.040,0.051,36.071,3.406,0.000,1.540,0.114,2.082,1.632,-0.413,2.043,1.459,-0.407,1.992,1.603,-0.875,2.079,1.455,-0.869,2.034
1019,112.892,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.168,0.979,12.108,17.020,45.394,0.019,33.728,3.440,0.000,1.544,0.112,2.082,1.634,-0.414,2.039,1.460,-0.408,1.989,1.602,-0.876,2.078,1.454,-0.870,2.032
1020,112.993,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.087,0.852,11.666,16.795,48.367,0.006,36.040,3.574,0.000,1.546,0.113,2.083,1.635,-0.414,2.043,1.461,-0.408,1.990,1.602,-0.876,2.080,1.455,-0.870,2.033
1021,113.105,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.021,0.715,11.436,16.717,50.140,0.002,37.519,3.847,0.000,1.546,0.113,2.083,1.635,-0.414,2.045,1.461,-0.408,1.990,1.603,-0.876,2.082,1.456,-0.870,2.032
1022,113.217,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.975,0.652,11.354,16.844,50.957,0.024,38.938,4.102,0.000,1.545,0.113,2.084,1.635,-0.415,2.046,1.460,-0.408,1.990,1.604,-0.876,2.084,1.456,-0.870,2.032
1023,113.328,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-1.974,0.583,11.926,17.293,50.791,0.035,36.738,4.126,0.000,1.542,0.112,2.084,1.634,-0.415,2.042,1.459,-0.408,1.988,1.605,-0.877,2.081,1.457,-0.870,2.031
1024,113.450,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.001,0.624,12.027,17.300,49.599,0.055,35.960,4.177,0.000,1.537,0.112,2.083,1.632,-0.415,2.041,1.457,-0.408,1.988,1.607,-0.877,2.082,1.459,-0.870,2.031
1025,113.561,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.040,0.737,11.920,17.237,47.840,0.081,36.468,4.072,0.000,1.530,0.112,2.083,1.629,-0.415,2.041,1.454,-0.408,1.990,1.609,-0.877,2.082,1.460,-0.870,2.034
1026,113.661,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.117,0.995,11.099,16.443,45.237,0.148,38.803,3.799,0.000,1.520,0.113,2.082,1.625,-0.415,2.045,1.450,-0.408,1.996,1.610,-0.877,2.085,1.461,-0.870,2.040
1027,113.772,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.076,1.228,10.439,15.523,41.667,0.091,39.160,3.594,0.000,1.508,0.114,2.080,1.620,-0.414,2.047,1.444,-0.408,2.002,1.614,-0.876,2.087,1.463,-0.870,2.046
1028,113.884,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-2.223,1.436,10.919,14.500,37.576,0.228,28.175,3.522,0.000,1.488,0.114,2.077,1.613,-0.414,2.047,1.437,-0.409,2.011,1.618,-0.876,2.094,1.468,-0.870,2.056
1029,113.995,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-7.344,1.790,16.205,14.179,34.338,0.298,13.337,5.536,0.000,1.460,0.110,2.076,1.630,-0.414,2.043,1.429,-0.411,2.013,1.638,-0.872,2.116,1.476,-0.871,2.058
1030,114.106,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-9.688,1.803,27.639,10.431,34.318,0.247,90.406,3.017,0.000,1.431,0.110,2.078,1.628,-0.402,1.995,1.418,-0.411,2.035,1.639,-0.852,2.108,1.484,-0.870,2.072
1031,114.219,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-12.691,1.140,34.887,9.532,38.290,0.192,114.161,0.000,3.426,1.409,0.111,2.081,1.629,-0.378,1.933,1.405,-0.408,2.032,1.642,-0.831,2.032,1.485,-0.866,2.056
1032,114.340,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-12.463,1.377,28.518,6.666,46.605,0.084,124.214,0.000,18.567,1.392,0.115,2.083,1.628,-0.353,1.897,1.394,-0.405,2.053,1.670,-0.816,1.905,1.480,-0.862,2.071
1033,114.451,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-11.200,1.150,19.185,6.987,54.245,0.068,93.215,0.000,30.107,1.380,0.116,2.087,1.625,-0.343,1.887,1.386,-0.403,2.055,1.691,-0.795,1.802,1.477,-0.859,2.075
1034,114.563,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-9.478,1.300,12.702,7.505,61.155,0.063,51.429,0.000,39.587,1.372,0.115,2.091,1.632,-0.330,1.874,1.378,-0.404,2.060,1.731,-0.759,1.720,1.469,-0.860,2.083
1035,114.675,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-11.074,1.989,13.528,9.166,66.493,0.050,38.436,0.000,43.454,1.369,0.110,2.097,1.653,-0.312,1.856,1.376,-0.408,2.058,1.772,-0.727,1.680,1.463,-0.864,2.084
1036,114.786,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-11.307,6.279,14.234,10.131,70.143,0.049,33.680,0.000,45.668,1.364,0.108,2.099,1.648,-0.309,1.851,1.397,-0.406,2.067,1.767,-0.723,1.673,1.474,-0.864,2.093
1037,114.897,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-10.461,6.796,14.132,11.126,72.310,0.022,23.800,0.000,46.395,1.363,0.104,2.101,1.625,-0.321,1.856,1.399,-0.409,2.066,1.722,-0.741,1.678,1.473,-0.867,2.097
1038,115.009,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-11.700,9.576,17.574,16.043,72.849,0.036,9.107,0.000,43.498,1.367,0.100,2.102,1.615,-0.325,1.850,1.417,-0.406,2.043,1.688,-0.755,1.689,1.482,-0.865,2.081
1039,115.120,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-11.517,7.873,19.050,15.927,71.681,0.054,17.857,0.000,41.482,1.373,0.101,2.103,1.605,-0.328,1.849,1.415,-0.406,2.038,1.664,-0.764,1.701,1.487,-0.864,2.079
1040,115.231,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-11.929,7.728,20.479,18.386,68.924,0.057,10.767,0.000,41.304,1.379,0.098,2.105,1.605,-0.327,1.842,1.417,-0.407,2.026,1.657,-0.766,1.700,1.487,-0.864,2.076
1041,115.343,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-12.332,9.394,21.617,23.526,64.771,0.057,8.460,0.000,44.870,1.383,0.089,2.104,1.603,-0.329,1.830,1.426,-0.412,2.012,1.648,-0.767,1.682,1.486,-0.867,2.089
1042,115.443,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-10.999,13.122,21.004,33.261,59.295,0.047,45.176,0.000,50.298,1.386,0.068,2.102,1.595,-0.345,1.818,1.442,-0.423,1.985,1.638,-0.779,1.659,1.483,-0.870,2.106
1043,115.555,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-8.330,16.894,18.431,44.894,52.647,0.095,83.579,0.000,55.838,1.390,0.031,2.096,1.584,-0.382,1.807,1.460,-0.444,1.940,1.629,-0.808,1.629,1.485,-0.876,2.108
1044,115.655,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.997,23.331,14.774,55.297,44.891,0.132,115.661,0.000,65.550,1.398,-0.012,2.087,1.579,-0.414,1.782,1.485,-0.467,1.903,1.631,-0.822,1.566,1.489,-0.883,2.109
1045,115.766,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.930,31.518,12.381,65.379,36.341,0.120,136.313,0.000,82.259,1.403,-0.057,2.077,1.573,-0.426,1.736,1.514,-0.491,1.872,1.619,-0.799,1.463,1.494,-0.886,2.114
1046,115.877,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.294,34.573,12.527,71.895,28.208,0.076,140.647,0.000,90.333,1.408,-0.089,2.068,1.565,-0.447,1.714,1.525,-0.511,1.848,1.604,-0.812,1.429,1.500,-0.887,2.118
1047,116.000,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-4.454,37.466,13.102,74.275,22.180,0.034,140.022,0.000,93.501,1.408,-0.099,2.063,1.562,-0.452,1.704,1.534,-0.516,1.843,1.603,-0.815,1.418,1.501,-0.884,2.123
1048,116.100,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-4.625,35.930,13.242,73.336,20.811,0.029,138.819,0.000,93.070,1.406,-0.092,2.065,1.563,-0.443,1.705,1.530,-0.511,1.846,1.607,-0.807,1.420,1.503,-0.881,2.124
1049,116.211,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-4.314,32.041,12.696,67.714,21.077,0.043,136.842,0.000,88.685,1.401,-0.062,2.066,1.558,-0.421,1.713,1.519,-0.494,1.864,1.600,-0.787,1.431,1.502,-0.878,2.125
1050,116.312,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-4.759,22.054,12.287,58.065,21.665,0.079,130.140,0.000,81.773,1.395,-0.021,2.069,1.554,-0.390,1.727,1.487,-0.476,1.888,1.593,-0.762,1.452,1.502,-0.876,2.123
1051,116.423,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.067,13.981,12.225,45.756,22.072,0.032,115.663,0.000,72.181,1.394,0.027,2.072,1.554,-0.360,1.747,1.458,-0.452,1.923,1.590,-0.745,1.490,1.503,-0.873,2.113
1052,116.524,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-4.576,12.848,12.310,34.900,22.066,0.069,95.701,0.000,64.449,1.390,0.063,2.074,1.546,-0.344,1.771,1.449,-0.430,1.968,1.577,-0.746,1.539,1.497,-0.868,2.115
1053,116.635,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.913,7.441,13.513,20.555,21.589,0.075,41.342,0.000,55.048,1.384,0.094,2.079,1.537,-0.339,1.807,1.421,-0.416,2.027,1.566,-0.763,1.620,1.488,-0.866,2.125
1054,116.736,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-3.686,4.302,14.827,11.084,20.701,0.078,28.884,0.000,45.925,1.379,0.109,2.084,1.537,-0.341,1.837,1.402,-0.407,2.060,1.570,-0.779,1.687,1.483,-0.862,2.113
1055,116.847,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.260,1.454,20.304,7.356,19.590,0.019,93.622,0.000,37.705,1.376,0.115,2.087,1.550,-0.333,1.838,1.384,-0.404,2.056,1.589,-0.782,1.730,1.475,-0.860,2.079
1056,116.958,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-6.340,1.377,20.731,6.306,18.547,0.045,106.708,0.000,32.663,1.375,0.116,2.087,1.562,-0.339,1.853,1.381,-0.402,2.055,1.610,-0.792,1.764,1.473,-0.859,2.067
1057,117.069,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-8.378,1.412,21.950,6.292,17.868,0.034,110.883,0.000,31.807,1.371,0.112,2.088,1.575,-0.340,1.856,1.380,-0.406,2.055,1.625,-0.795,1.773,1.473,-0.862,2.067
1058,117.181,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-9.675,1.421,21.810,6.362,17.579,0.005,109.673,0.000,32.066,1.367,0.110,2.088,1.587,-0.340,1.860,1.376,-0.408,2.055,1.642,-0.794,1.775,1.469,-0.864,2.068
1059,117.292,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-10.903,1.536,22.947,9.045,17.434,0.011,86.905,0.000,31.867,1.367,0.108,2.087,1.601,-0.336,1.855,1.376,-0.409,2.041,1.664,-0.789,1.772,1.467,-0.865,2.063
1060,117.403,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-11.823,1.780,24.963,11.593,17.310,0.040,73.150,0.000,31.332,1.369,0.105,2.085,1.608,-0.336,1.849,1.379,-0.411,2.030,1.670,-0.790,1.776,1.468,-0.867,2.062
1061,117.516,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-10.913,2.905,23.835,9.605,17.257,0.059,85.109,0.000,33.221,1.370,0.104,2.081,1.600,-0.343,1.852,1.385,-0.413,2.045,1.654,-0.798,1.777,1.470,-0.869,2.078
1062,117.626,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-10.882,9.842,23.473,14.828,17.280,0.030,45.145,0.000,36.500,1.372,0.099,2.078,1.592,-0.346,1.845,1.421,-0.410,2.041,1.633,-0.800,1.757,1.482,-0.868,2.086
1063,117.739,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-9.908,11.644,22.234,18.246,17.017,0.038,19.703,0.000,41.388,1.374,0.094,2.075,1.581,-0.348,1.834,1.430,-0.413,2.034,1.613,-0.798,1.727,1.479,-0.870,2.099
1064,117.860,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-8.617,15.232,21.063,26.898,15.852,0.041,24.332,0.000,47.505,1.379,0.080,2.073,1.571,-0.352,1.814,1.452,-0.418,2.005,1.598,-0.795,1.680,1.483,-0.870,2.105
1065,117.971,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-6.470,20.134,17.377,38.121,14.201,0.030,74.755,0.000,56.724,1.384,0.055,2.070,1.557,-0.368,1.792,1.476,-0.430,1.968,1.582,-0.796,1.616,1.485,-0.871,2.114
1066,118.084,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.384,23.695,14.138,50.466,12.796,0.063,112.462,0.000,70.075,1.388,0.016,2.065,1.548,-0.385,1.759,1.493,-0.451,1.923,1.573,-0.788,1.530,1.488,-0.870,2.123
1067,118.195,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.498,25.485,12.896,60.921,12.149,0.048,130.121,0.000,85.042,1.392,-0.027,2.061,1.544,-0.391,1.717,1.502,-0.477,1.881,1.566,-0.760,1.437,1.494,-0.871,2.125
1068,118.317,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.055,27.355,12.978,69.786,12.807,0.042,137.278,0.000,95.184,1.398,-0.065,2.058,1.537,-0.409,1.694,1.506,-0.499,1.849,1.551,-0.764,1.396,1.498,-0.868,2.130
1069,118.429,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-4.907,29.309,13.544,74.233,14.103,0.027,138.280,0.000,96.995,1.402,-0.084,2.057,1.529,-0.435,1.694,1.506,-0.511,1.834,1.534,-0.797,1.405,1.501,-0.865,2.133
1070,118.529,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-4.586,26.411,13.794,74.013,15.416,0.051,137.161,0.000,96.434,1.398,-0.087,2.056,1.527,-0.435,1.692,1.499,-0.512,1.828,1.535,-0.798,1.402,1.507,-0.867,2.127
1071,118.639,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.166,22.091,13.200,68.865,16.400,0.053,135.661,0.000,92.323,1.394,-0.063,2.056,1.527,-0.414,1.696,1.486,-0.498,1.840,1.535,-0.775,1.405,1.508,-0.867,2.121
1072,118.741,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-5.052,17.769,13.460,60.865,16.884,0.024,127.561,0.000,83.457,1.389,-0.030,2.056,1.526,-0.397,1.710,1.473,-0.481,1.861,1.536,-0.773,1.438,1.508,-0.869,2.114
1073,118.853,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-6.150,12.976,13.581,48.952,17.020,0.053,113.127,0.000,70.396,1.387,0.016,2.054,1.536,-0.382,1.738,1.453,-0.458,1.893,1.551,-0.780,1.500,1.507,-0.870,2.101
1074,118.963,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-6.565,12.005,14.418,36.913,17.044,0.047,87.645,0.000,57.574,1.383,0.057,2.050,1.552,-0.372,1.775,1.446,-0.434,1.937,1.581,-0.795,1.587,1.500,-0.866,2.098
1075,119.075,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-9.006,10.645,22.264,25.387,16.878,0.025,13.108,0.000,44.545,1.380,0.086,2.046,1.584,-0.356,1.800,1.435,-0.418,1.984,1.626,-0.807,1.698,1.492,-0.864,2.100
1076,119.176,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-10.067,8.393,26.266,17.029,16.469,0.053,42.669,0.000,31.949,1.382,0.101,2.042,1.609,-0.358,1.834,1.426,-0.410,2.010,1.661,-0.819,1.805,1.491,-0.862,2.092
1077,119.298,0,1,1,1,1,0,Avatar IK kemik fallback,1,1,1,1,-10.263,6.557,29.329,11.457,15.812,0.102,87.635,0.000,18.943,1.387,0.108,2.039,1.629,-0.369,1.878,1.419,-0.406,2.028,1.685,-0.828,1.923,1.489,-0.862,2.087
